data	INT_EPISODIO	dia_semana	feriado	festas	mean_x	mean_y	Precipitacao diaria (mm)	Velocidade do vento media diaria (m/s)
2019-08-20	0	Tuesday			11.739250077100001	29.2001327939	0.0	0.3
2019-08-21	1.0	Wednesday			17.105271021500002	31.3156193627	0.0	0.2
2019-08-22	1.0	Thursday			16.404533068299994	33.871087816	0.0	0.2
2019-08-23	0	Friday			17.2020032671	32.9452234904	0.0	0.2
2019-08-24	1.0	Saturday		Festas SBartolomeu	14.288423008399999	29.1989852058	0.0	0.4
2019-08-25	1.0	Sunday			12.696111785	26.765207502600003	0.0	0.4
2019-08-26	1.0	Monday			15.8422528373	27.118663364	0.0	0.4
2019-08-27	3.0	Tuesday			13.8664959802	26.8291166094	0.0	0.4
2019-08-28	1.0	Wednesday			14.0219654507	25.7760681576	0.0	0.3
2019-08-29	1.0	Thursday			12.877547158099999	27.333161248099998	0.0	0.2
2019-08-30	2.0	Friday			12.5290783776	28.827129575900003	0.0	0.3
2019-08-31	0	Saturday			13.1396098667	25.959663815	0.0	0.3
2019-09-01	0	Sunday			0.82178735733	14.907423019400001	5.5	0.0
2019-09-02	1.0	Monday			7.8038734330100015	12.8252703349	0.2	0.2
2019-09-03	0	Tuesday			5.5089079539	19.0556869507	0.1	0.3
2019-09-04	1.0	Wednesday			6.53086566925	12.757766511700002	0.1	1.0
2019-09-05	1.0	Thursday			9.227392726469999	15.6799302631	0.0	0.9
2019-09-06	1.0	Friday			7.452249209089999	19.3137071398	0.4	0.4
2019-09-07	0	Saturday			14.0852360196	28.484564039400002	0.0	0.3
2019-09-08	0	Sunday			15.673702345999999	22.7328281403	1.0	0.6
2019-09-09	1.0	Monday			11.296496709200001	22.225515789499998	0.0	0.2
2019-09-10	2.0	Tuesday			9.21982479095	21.9285827213	0.0	0.3
2019-09-11	1.0	Wednesday			4.94095569187	13.8308388392	0.8	0.1
2019-09-12	0	Thursday			4.04723416434	12.5333799786	2.7	0.0
2019-09-13	0	Friday			16.307147344	32.8321287367	0.0	0.2
2019-09-14	0	Saturday			17.2520364126	28.4340046777	0.0	0.3
2019-09-15	0	Sunday			16.0768065982	28.348450554699998	0.0	0.2
2019-09-16	0	Monday			15.325489467999999	26.4804225498	0.0	0.2
2019-09-17	1.0	Tuesday			14.7136592865	27.340427398699997	1.2	0.1
2019-09-18	0	Wednesday			12.9637333552	27.0237789154	0.0	0.2
2019-09-19	4.0	Thursday			13.0823967192	24.696938620700003	0.0	0.3
2019-09-20	2.0	Friday			14.046319113800001	23.095767550999998	0.0	0.4
2019-09-21	0	Saturday			12.995993614200001	18.9189196693	0.0	0.2
2019-09-22	1.0	Sunday			11.569162262799999	20.6613356272	0.0	0.2
2019-09-23	0	Monday			10.170940293200001	21.964581383600002	0.0	0.3
2019-09-24	0	Tuesday			12.0905089908	21.2462779151	0.0	0.4
2019-09-25	1.0	Wednesday			10.724700821799999	20.598413043599997	0.1	0.4
2019-09-26	1.0	Thursday			9.96766821543	22.7505459256	0.0	0.3
2019-09-27	0	Friday			9.95502758026	21.991767459400002	0.0	0.2
2019-09-28	1.0	Saturday			10.4818705453	24.9483273824	0.0	0.2
2019-09-29	1.0	Sunday			8.576624764339996	22.9070519341	0.0	0.2
2019-09-30	1.0	Monday			14.1721820831	26.5771333906	0.0	0.2
2019-10-01	1.0	Tuesday			3.783841239080002	10.6971957948	2.6	0.1
2019-10-02	1.0	Wednesday			4.44660928514	12.9047494464	0.2	1.0
2019-10-03	2.0	Thursday			8.53759034475	17.7229885525	0.0	0.4
2019-10-04	1.0	Friday			6.885294278460001	14.823106024000001	0.0	1.0
2019-10-05	1.0	Saturday	Implantacao da Republica		11.351849344000001	18.6640690698	0.0	0.9
2019-10-06	2.0	Sunday			6.5966849327100014	20.1869036357	0.2	0.5
2019-10-07	1.0	Monday			16.441432952899998	32.242671118800004	0.0	0.3
2019-10-08	1.0	Tuesday			13.6315732532	23.7599686517	0.1	0.6
2019-10-09	3.0	Wednesday			11.1413858202	22.178339852199997	0.2	0.5
2019-10-10	2.0	Thursday			9.27228599124	26.3222721948	0.0	0.2
2019-10-11	1.0	Friday			6.90952751372	11.009055243599999	8.2	0.2
2019-10-12	1.0	Saturday			2.7176118161900003	11.8006058799	0.1	0.0
2019-10-13	1.0	Sunday			11.7792674171	18.2723346286	0.0	0.5
2019-10-14	2.0	Monday			7.82407008277	15.0092904833	0.0	0.1
2019-10-15	2.0	Tuesday			6.733665943150001	16.4874536726	0.0	0.4
2019-10-16	3.0	Wednesday			11.979054345	16.6571322547	0.0	0.3
2019-10-17	1.0	Thursday			12.2169232898	17.300355911300002	0.0	0.4
2019-10-18	1.0	Friday			10.571091546	16.382381651099998	0.0	0.1
2019-10-19	1.0	Saturday			9.04412820604	14.78914441	0.0	0.3
2019-10-20	2.0	Sunday			6.40478361977	15.8608582815	0.0	0.1
2019-10-21	0	Monday			4.6682554351	16.1090537177	0.0	0.2
2019-10-22	1.0	Tuesday			5.25022321277	17.6590571933	0.0	0.1
2019-10-23	2.0	Wednesday			7.883512390980001	15.3823383119	0.0	0.1
2019-10-24	2.0	Thursday			7.2378707991699995	15.5518611272	0.0	0.3
2019-10-25	0	Friday			6.96130911509	21.3094626533	0.0	0.1
2019-10-26	0	Saturday			7.759814792210001	22.4311353895	0.0	0.0
2019-10-27	0	Sunday			10.7308215035	19.8561022017	0.0	0.1
2019-10-28	1.0	Monday			10.2236945894	17.9140413072	0.0	0.0
2019-10-29	2.0	Tuesday			12.219063441	17.9458170997		0.0
2019-10-30	1.0	Wednesday			14.054092089300001	17.5656034682	14.1	0.0
2019-10-31	1.0	Thursday			14.950429916400001	19.016257815899998	35.3	0.0
2019-11-01	0	Friday	Dia de Todos os Santos		2.0212584734	10.2919093238	0.0	0.4
2019-11-02	1.0	Saturday			0.8387925095029999	14.3165596856	0.1	0.5
2019-11-03	0	Sunday			7.68647755517	20.1726366679	0.0	0.5
2019-11-04	0	Monday			4.79058694839	16.6790540483	0.0	0.9
2019-11-05	2.0	Tuesday			8.84588093228	24.6729155646	0.0	0.6
2019-11-06	2.0	Wednesday			9.62801202138	21.2281966739	0.1	0.7
2019-11-07	3.0	Thursday			16.950674057	34.3143280877	0.0	0.3
2019-11-08	2.0	Friday			11.2400516934	21.4508963691	0.1	0.4
2019-11-09	0	Saturday			10.330704689	27.6980870565	0.0	0.4
2019-11-10	0	Sunday		Festas S Martinho	10.237830374	26.7342590756	0.0	0.1
2019-11-11	0	Monday	S Martinho	Festas S Martinho	6.9991212421	15.1339603	5.2	0.0
2019-11-12	1.0	Tuesday		Festas S Martinho	6.72039614783	11.3882029851	6.1	0.0
2019-11-13	1.0	Wednesday		Festas S Martinho	9.578130298189999	16.232342826	13.8	0.7
2019-11-14	2.0	Thursday		Festas S Martinho	3.87340595987	11.005978584300001	9.2	0.8
2019-11-15	1.0	Friday		Festas S Martinho	1.8371950785299997	9.5890651279	3.5	0.8
2019-11-16	1.0	Saturday		Festas S Martinho	3.6782230271199996	10.3706884384	0.1	0.2
2019-11-17	1.0	Sunday		Festas S Martinho	5.25104517407	12.1121056875	3.8	0.1
2019-11-18	2.0	Monday		Festas S Martinho	3.1257874435799997	12.7156734467	3.2	0.1
2019-11-19	0	Tuesday		Festas S Martinho	2.80204378234	10.1536313163	0.4	0.1
2019-11-20	3.0	Wednesday		Festas S Martinho	6.57739755842	11.7116716173	16.4	0.0
2019-11-21	2.0	Thursday			7.35609197617	13.706493695599999	16.5	0.1
2019-11-22	1.0	Friday			7.92904594209	14.092844857100001	16.5	0.4
2019-11-23	0	Saturday			6.051600668169999	12.509078237699999	12.3	1.3
2019-11-24	1.0	Sunday			5.17061895794	14.3364508947	0.5	0.3
2019-11-25	2.0	Monday			11.8412855996	15.4914637672	0.1	0.5
2019-11-26	1.0	Tuesday			10.5346591738	16.5882110596	0.0	0.3
2019-11-27	2.0	Wednesday			9.75943342845	13.2271439234		0.7
2019-11-28	0	Thursday			11.313866403399999	14.9685817295	11.7	0.4
2019-11-29	0	Friday			11.5500372781	15.5539456473	22.5	0.6
2019-11-30	0	Saturday			9.108350117999999	13.815534061900001	35.1	0.6
2019-12-01	0	Sunday	Restauracao da independencia		2.75535686811	11.8048056497	0.0	0.2
2019-12-02	0	Monday			3.9086432721900004	15.212392277200001	0.1	0.1
2019-12-03	2.0	Tuesday			4.82392051485	14.053349177000001	0.0	0.3
2019-12-04	2.0	Wednesday			3.92651889059	18.8664330377	0.0	0.4
2019-12-05	1.0	Thursday			12.5835443073	27.3377151489	0.0	0.2
2019-12-06	1.0	Friday			6.6023073196399995	19.6963136461	0.1	0.4
2019-12-07	2.0	Saturday			17.789251539400002	30.9562233819	0.0	0.3
2019-12-08	1.0	Sunday	Dia da Imaculada Conceicao		9.13582823012	24.036567899899996	0.0	0.6
2019-12-09	1.0	Monday			15.8439346949	30.7867878808	0.0	0.2
2019-12-10	1.0	Tuesday			12.410334587100001	23.3442611694	0.0	0.2
2019-12-11	1.0	Wednesday			5.078483793469999	13.7614452574	0.1	0.1
2019-12-12	2.0	Thursday			8.13851160473	12.7850317425	5.6	0.6
2019-12-13	0	Friday			10.523577054299999	13.0245879491	32.9	1.7
2019-12-14	1.0	Saturday			9.76511340671	12.7734395133	7.1	0.5
2019-12-15	0	Sunday			9.19336160024	12.6830440097	12.5	0.6
2019-12-16	1.0	Monday			5.8500214152900005	10.100904570700001	52.6	0.1
2019-12-17	2.0	Tuesday			2.88794975811	10.6038369073	11.5	0.1
2019-12-18	4.0	Wednesday			7.279560354019999	14.804324785899999	4.4	0.1
2019-12-19	0	Thursday			9.2945171992	14.923548804400001	26.6	1.3
2019-12-20	0	Friday			9.21876218584	14.2653267119	10.8	1.2
2019-12-21	0	Saturday			11.2825167974	15.634003003399998		1.3
2019-12-22	1.0	Sunday			6.58797634972	12.9466865328	14.1	2.4
2019-12-23	1.0	Monday			4.97910796271	13.230432298399998	4.0	0.7
2019-12-24	1.0	Tuesday			8.57584974501	16.8192009396	1.0	0.0
2019-12-25	0	Wednesday	Natal		8.72625774807	16.6945665148	0.0	0.0
2019-12-26	2.0	Thursday			5.636876212230001	13.061741722999999	2.2	0.1
2019-12-27	2.0	Friday			4.19411301613	11.8948938582	0.0	0.0
2019-12-28	1.0	Saturday			2.44318940904	13.6946401596	0.0	0.0
2019-12-29	0	Sunday			3.42860725191	16.7524469164	0.0	0.0
2019-12-30	1.0	Monday			1.09909117222	15.70151435	0.1	0.0
2019-12-31	0	Tuesday			0.49539368682400003	11.5820081499	0.0	0.0
2020-01-01	1.0	Wednesday	Ano Novo		-0.96582452354	10.2520258271	0.1	0.0
2020-01-02	0	Thursday			12.5729514728	14.4874778774	22.4	0.6
2020-01-03	1.0	Friday			8.90274011755	14.397650576099998	14.3	1.0
2020-01-04	0	Saturday			0.697195936586	14.6014842185	0.1	0.3
2020-01-05	0	Sunday			12.8060329027	15.1464690226	0.0	1.1
2020-01-06	1.0	Monday			13.968048117999999	24.9959078994	1.2	0.3
2020-01-07	0	Tuesday			14.202887566300001	23.745826560799998	0.0	0.4
2020-01-08	2.0	Wednesday			14.0793076453	26.5656708423	0.0	0.7
2020-01-09	1.0	Thursday			11.7872770301	25.151219189699997	0.3	0.4
2020-01-10	1.0	Friday			12.3395875102	18.735958821300002	0.5	0.4
2020-01-11	1.0	Saturday			13.9822636809	17.29827642	0.4	0.1
2020-01-12	2.0	Sunday			5.634642830519999	16.4391035811	0.4	0.2
2020-01-13	1.0	Monday			-0.648008693967	8.37940741922	0.0	0.0
2020-01-14	0	Tuesday			7.47166177491	13.7041942204	0.0	0.1
2020-01-15	0	Wednesday			7.78462453646	15.5482027196	8.2	0.7
2020-01-16	2.0	Thursday			9.12091462857	14.5584811318	0.6	0.4
2020-01-17	0	Friday			6.13599776776	12.413465049800001	0.0	0.6
2020-01-18	1.0	Saturday			5.9624378369199995	12.2615008042	0.1	0.0
2020-01-19	0	Sunday			3.89686136602	13.255314243199999	0.0	0.5
2020-01-20	0	Monday			-0.4014388544	9.48255025561	0.1	0.1
2020-01-21	1.0	Tuesday			1.8475224698800001	12.0626436973		0.8
2020-01-22	2.0	Wednesday				12.8522052275	0.0	0.8
2020-01-23	1.0	Thursday			6.46855741349	9.10486545295	0.0	0.3
2020-01-24	0	Friday			5.41989103879	12.774572007	1.7	0.2
2020-01-25	0	Saturday			3.9820210365499995	13.8683236291	0.0	0.2
2020-01-26	1.0	Sunday			3.5962327975	12.2323306119	0.0	0.2
2020-01-27	0	Monday			9.59050674528	12.0061275491	4.9	0.4
2020-01-28	2.0	Tuesday			10.1807337565	12.4068002032	27.9	0.6
2020-01-29	1.0	Wednesday			10.8133562569	12.491905038599999	24.5	0.6
2020-01-30	3.0	Thursday			10.1962263785	12.791216003599999	8.2	0.6
2020-01-31	0	Friday			11.677385080599999	14.4744534314	13.5	0.3
2020-02-01	0	Saturday			-0.39907576840099995	5.66348386702	0.0	0.0
2020-02-02	1.0	Sunday			10.7682492622	19.5506987795	7.3	0.2
2020-02-03	0	Monday			6.3688880461399995	12.6328051202	29.0	2.1
2020-02-04	0	Tuesday			2.8119129377	18.6022900287	0.0	0.4
2020-02-05	1.0	Wednesday			11.5086079179	20.3567989742	0.0	0.4
2020-02-06	1.0	Thursday			14.4279247222	24.665800852199997	0.0	0.4
2020-02-07	1.0	Friday			11.3416769571	21.4743268735	0.0	0.6
2020-02-08	2.0	Saturday			13.2518777714	27.4727862795	0.0	0.6
2020-02-09	2.0	Sunday			12.810718915199999	31.294964745799998	0.0	0.4
2020-02-10	1.0	Monday			7.523258525630001	15.7676702036	16.4	1.2
2020-02-11	2.0	Tuesday			10.142104318200001	17.8818673107	1.9	0.1
2020-02-12	1.0	Wednesday			4.0834524520099995	14.3508919645	0.8	0.1
2020-02-13	2.0	Thursday			9.0085591334	13.0335720989	0.4	0.2
2020-02-14	0	Friday			6.98341124303	15.9930568321	0.4	0.1
2020-02-15	0	Saturday			4.75787893411	16.0543542755	0.0	0.2
2020-02-16	2.0	Sunday			10.9748230872	13.908224203900001	0.0	0.3
2020-02-17	1.0	Monday			4.04830821318	13.8016062228	10.5	0.7
2020-02-18	1.0	Tuesday			0.371321995264	13.036620149	0.3	0.4
2020-02-19	1.0	Wednesday			2.64458208552	15.337544913599999	0.0	0.2
2020-02-20	1.0	Thursday			1.7200326050599999	16.5670775119	0.0	0.1
2020-02-21	2.0	Friday			5.81839770691	18.0986642838	0.0	0.1
2020-02-22	1.0	Saturday			3.7708010417300004	21.034954579100003	0.0	0.1
2020-02-23	1.0	Sunday			4.2341728255	22.1153965977	0.0	0.1
2020-02-24	0	Monday			4.291470879709999	19.8786037926	0.0	0.1
2020-02-25	1.0	Tuesday	Carnaval				0.0	0.3
2020-02-26	0	Wednesday			5.343537742850001	13.2048497779	0.9	0.3
2020-02-27	2.0	Thursday			6.62115543357	15.7376232325	0.4	0.4
2020-02-28	0	Friday			2.49880621255	18.3453259245	0.0	0.4
2020-02-29	1.0	Saturday			8.13184195367	12.7488478812	8.6	0.7
2020-03-01	1.0	Sunday			3.06764292828	11.9354546493	0.0	0.0
2020-03-02	0	Monday			7.76007129322	19.5721348201	0.0	0.1
2020-03-03	1.0	Tuesday			8.28720522373	12.9209372128	2.1	1.4
2020-03-04	3.0	Wednesday			5.49524969475	20.1038184121	0.1	0.5
2020-03-05	1.0	Thursday			9.53308458417	28.4644778421	0.0	0.5
2020-03-06	0	Friday					0.0	0.4
2020-03-07	0	Saturday			8.9165915507	25.748818861	0.0	0.9
2020-03-08	1.0	Sunday			12.7804101249	26.345958683000003	0.0	0.7
2020-03-09	2.0	Monday			13.386602357200001	32.9716188663	0.0	0.2
2020-03-10	0	Tuesday			6.5061984441	15.6519286209	1.2	0.9
2020-03-11	0	Wednesday				16.070640715499998	1.2	0.3
2020-03-12	1.0	Thursday			2.25075875487	10.086513652999999	0.3	0.1
2020-03-13	1.0	Friday			7.48251273253	19.9770580096	0.2	0.3
2020-03-14	0	Saturday					0.5	0.2
2020-03-15	1.0	Sunday					1.9	0.3
2020-03-16	0	Monday			1.23154725483	13.6545103064	0.8	0.4
2020-03-17	0	Tuesday			4.48456247945	17.5719999777	10.4	0.7
2020-03-18	1.0	Wednesday			10.7469188253	20.559166632	0.0	0.3
2020-03-19	1.0	Thursday			9.8195342973	19.6192386395	0.0	0.2
2020-03-20	2.0	Friday			9.66474214893	13.9453777019	0.9	0.3
2020-03-21	0	Saturday			7.628942220010001	12.8192315503	21.5	0.1
2020-03-22	0	Sunday			7.23369207783	17.437767724	1.0	0.1
2020-03-23	2.0	Monday			6.95737460618	18.3456675182	0.3	0.3
2020-03-24	3.0	Tuesday			6.928357012919999	19.4650625247	0.3	0.2
2020-03-25	1.0	Wednesday			5.5158109486699995	18.8010309077	0.2	0.1
2020-03-26	0	Thursday			5.72114608889	15.2523589803	0.1	0.4
2020-03-27	0	Friday			4.62377227355	14.7735767142	0.1	0.5
2020-03-28	3.0	Saturday			2.78778624757	17.7230732196	0.0	0.3
2020-03-29	1.0	Sunday			4.423790579639999	19.1831336601	0.1	0.5
2020-03-30	0	Monday			6.48729664143	11.2230843651	0.0	0.5
2020-03-31	1.0	Tuesday			2.53121311308	6.8854317977	0.0	0.9
2020-04-01	0	Wednesday			5.6620261179	11.116945953	4.1	0.0
2020-04-02	3.0	Thursday			8.89523612227	16.0589559947	0.1	0.0
2020-04-03	0	Friday			11.697974793299998	13.8999276919	13.6	0.7
2020-04-04	1.0	Saturday			7.7887736169	17.4999752579	0.0	0.3
2020-04-05	2.0	Sunday			12.9911986823	19.9630944439	0.1	0.4
2020-04-06	0	Monday			12.1286213643	21.5221388095	0.0	0.5
2020-04-07	1.0	Tuesday			11.6480225715	31.9257291544	0.0	0.5
2020-04-08	2.0	Wednesday			13.554759083499999	31.690936249	0.3	0.6
2020-04-09	0	Thursday		Endoencas	14.1381235791	30.5115240133	0.0	0.5
2020-04-10	1.0	Friday	Sexta Feira Santa		9.556089940469999	17.1575637265	2.5	0.4
2020-04-11	0	Saturday			4.3319508606	12.7577044852	0.1	0.6
2020-04-12	1.0	Sunday	Domingo de Pascoa		0.0748451124663	8.078289270399999	1.8	0.7
2020-04-13	0	Monday			6.95422474023	14.49339794	0.3	0.6
2020-04-14	1.0	Tuesday			7.17022245398	20.1751415752	0.5	0.3
2020-04-15	0	Wednesday			9.675621986389999	15.1613105747		0.6
2020-04-16	1.0	Thursday			9.597632256619999	14.671660935799999	8.6	0.3
2020-04-17	1.0	Friday			9.03397642118	16.488507252999998	28.7	0.3
2020-04-18	1.0	Saturday			5.902422367969999	18.9000150912	1.5	0.5
2020-04-19	0	Sunday			8.23515482929	17.5202259527	0.0	0.6
2020-04-20	1.0	Monday			8.09755753134	15.3616133806	0.0	0.6
2020-04-21	1.0	Tuesday			8.00524612231	16.7164773941	8.5	0.2
2020-04-22	2.0	Wednesday			7.02674152472	16.498034504	0.2	0.5
2020-04-23	0	Thursday			6.97000083522	20.903411490899998	0.0	0.4
2020-04-24	1.0	Friday			8.339848148489999	22.415924722899998	0.1	0.4
2020-04-25	0	Saturday	Dia da liberdade		8.211145984789999	13.0043797849	0.0	0.2
2020-04-26	0	Sunday			7.0395626041399995	14.8530314749	0.1	0.3
2020-04-27	0	Monday			7.739739631939999	14.9524039732	0.0	0.4
2020-04-28	0	Tuesday			8.386799723189997	15.1378852408	0.1	0.6
2020-04-29	0	Wednesday			10.3071987295	13.7921482024	0.0	0.9
2020-04-30	0	Thursday			9.90470708865	14.859899886300001	0.0	0.8
2020-05-01	1.0	Friday	Dia do Trabalhador		1.78210827569	8.0562383527	0.0	0.2
2020-05-02	0	Saturday			8.04936617111	15.2947126816	0.0	0.1
2020-05-03	0	Sunday			7.33785785693	13.2081464785	0.3	1.2
2020-05-04	0	Monday			11.0890551237	14.2292855432	0.0	0.7
2020-05-05	0	Tuesday			9.60695147737	20.0587446355	0.0	0.9
2020-05-06	0	Wednesday			9.54692494758	22.4164308833	0.0	0.7
2020-05-07	0	Thursday			18.0116931969	35.3232354672	0.0	0.6
2020-05-08	2.0	Friday			15.2027598675	31.8829277342	0.0	0.3
2020-05-09	1.0	Saturday			12.419838963299998	33.3610479408	0.0	0.3
2020-05-10	1.0	Sunday			9.52997985287	16.397879065799998	0.3	0.8
2020-05-11	0	Monday			9.446421984199999	16.0983391789	0.8	1.1
2020-05-12	1.0	Tuesday			0.14164403269200002	8.05522289454	0.6	0.2
2020-05-13	3.0	Wednesday			9.634356026339999	17.2968940557		0.5
2020-05-14	0	Thursday			8.80632510141	17.6584179602	12.3	0.3
2020-05-15	1.0	Friday			9.146230358939999	20.8031754271	0.0	0.4
2020-05-16	1.0	Saturday			10.9827629473	22.419211601500002	0.0	0.5
2020-05-17	0	Sunday			11.6053765422	24.5164899202	0.0	0.4
2020-05-18	0	Monday			10.5594661882	25.2648964998	0.0	0.5
2020-05-19	1.0	Tuesday			10.7635276474	28.2211609956	0.0	0.4
2020-05-20	4.0	Wednesday			11.1089086577	24.8587178025	0.0	0.4
2020-05-21	2.0	Thursday			10.990811566300001	24.604901901999998	0.0	0.5
2020-05-22	1.0	Friday			9.87295798275	23.982430787800002	0.0	0.5
2020-05-23	3.0	Saturday			13.316891634600001	25.456454838499997	0.0	0.8
2020-05-24	0	Sunday			14.4794283448	27.818284836900002	0.0	0.4
2020-05-25	1.0	Monday			14.128435585	28.5859680621	0.0	0.4
2020-05-26	1.0	Tuesday			18.0997154378	29.1545383239	0.0	0.5
2020-05-27	0	Wednesday			19.0341813096	30.4798442359	0.0	0.3
2020-05-28	0	Thursday			16.481765755999998	31.3060057899	0.0	0.3
2020-05-29	0	Friday			16.6011307084	30.5440798786	0.0	0.3
2020-05-30	0	Saturday					0.0	0.3
2020-05-31	1.0	Sunday			14.1514327682	26.7223551028	0.0	0.4
2020-06-01	1.0	Monday			-1.1687204757	8.15004916503	0.0	0.1
2020-06-02	1.0	Tuesday			5.77661862106	16.7487565335	0.0	0.2
2020-06-03	1.0	Wednesday			5.79074304349	12.805360544500001	0.3	1.4
2020-06-04	1.0	Thursday			9.62432872024	14.847755392	0.7	0.2
2020-06-05	1.0	Friday			8.61859390223	21.4088670071	0.0	0.6
2020-06-06	0	Saturday			11.792267148699999	16.704626956800002	0.0	0.6
2020-06-07	1.0	Sunday			19.3523202165	34.681067315199996	0.0	0.7
2020-06-08	0	Monday			16.9685239079	33.3186381331	0.0	0.1
2020-06-09	1.0	Tuesday			18.2150649846	33.3770394905	0.0	0.3
2020-06-10	0	Wednesday	Dia de Portugal	Festas do Corpo de Deus	14.094932119400001	20.7050965033	1.3	0.1
2020-06-11	0	Thursday	Corpo de Deus	Festas do Corpo de Deus	10.8214889642	14.3978244924	0.2	0.9
2020-06-12	0	Friday			1.68592464144	10.1351701121	0.3	0.2
2020-06-13	0	Saturday			10.2051779622	19.1310620174	11.5	0.5
2020-06-14	0	Sunday			8.95369940606	19.7589926051	3.5	0.6
2020-06-15	1.0	Monday			9.53128012987	19.133789517100002	0.7	0.5
2020-06-16	1.0	Tuesday			11.127702459000002	19.8386266388	0.3	0.4
2020-06-17	1.0	Wednesday			9.6631410679	19.1626199027	0.2	0.7
2020-06-18	2.0	Thursday			8.66469550356	21.3206207775	0.0	0.6
2020-06-19	1.0	Friday			7.95370711122	22.219186132199997	0.0	0.7
2020-06-20	1.0	Saturday			9.08011846008	23.3251120041	0.0	0.6
2020-06-21	0	Sunday					0.0	0.7
2020-06-22	0	Monday			13.7548524821	33.646016112	0.0	0.5
2020-06-23	0	Tuesday			14.978248368900001	30.703866869499997	0.0	0.4
2020-06-24	0	Wednesday			13.8987023006	20.656151522000002	0.0	0.5
2020-06-25	2.0	Thursday			13.939847843699999	21.674886632199996	0.0	0.3
2020-06-26	1.0	Friday			12.9707755775	22.0738778248	0.0	0.6
2020-06-27	0	Saturday			15.086991982999999	22.207364688400002	1.8	0.5
2020-06-28	1.0	Sunday			13.2092942122	25.4156966432	0.0	0.5
2020-06-29	1.0	Monday					10.0	0.7
2020-06-30	0	Tuesday			15.3871135088	29.5017337175	0.0	0.5
2020-07-01	2.0	Wednesday			-0.28678222202500003	7.84738268362	0.0	0.0
2020-07-02	0	Thursday			8.04820686189	16.0502968102	0.0	0.1
2020-07-03	1.0	Friday			3.3067603712900002	15.4359355329	0.1	0.9
2020-07-04	1.0	Saturday			10.5641878297	19.7473193195	8.5	0.1
2020-07-05	0	Sunday			10.505732768	25.8223874992	0.0	0.5
2020-07-06	0	Monday			9.09454771291	19.8458195089	0.0	0.3
2020-07-07	0	Tuesday			17.110605436	31.732261479499996	0.0	0.7
2020-07-08	3.0	Wednesday			14.8879701668	29.8675426144	0.0	0.4
2020-07-09	1.0	Thursday			16.8974630766	28.075849087399998	0.0	0.5
2020-07-10	0	Friday			13.3564498313	24.3215133988	0.0	0.2
2020-07-11	0	Saturday			9.76358269308	16.114356798499998	0.7	0.1
2020-07-12	1.0	Sunday			8.7510630572	10.8628602429	0.6	0.3
2020-07-13	0	Monday			18.4459428698	32.820420113699996	0.0	0.4
2020-07-14	0	Tuesday			19.5298233032	31.3407957487	0.0	0.7
2020-07-15	0	Wednesday			19.0614400668	32.6387003604	0.0	0.8
2020-07-16	1.0	Thursday			19.778419869	35.6888252151	0.0	0.5
2020-07-17	0	Friday			21.1911205131	35.9272637055	0.0	0.4
2020-07-18	0	Saturday			18.0157248328	34.5788798109	0.0	0.5
2020-07-19	0	Sunday			15.1119348268	28.5632204341	0.0	0.5
2020-07-20	3.0	Monday			13.9647616672	29.9084807334	0.0	0.4
2020-07-21	2.0	Tuesday			16.5446769144	33.5050452936	0.0	0.3
2020-07-22	0	Wednesday			17.3331000783	31.6992620842	0.0	0.4
2020-07-23	1.0	Thursday			16.3286003131	30.0697833623	0.0	0.6
2020-07-24	1.0	Friday			13.940795689000002	30.1077275856	0.0	0.4
2020-07-25	1.0	Saturday			14.609084855699999	29.6028491671	0.0	0.3
2020-07-26	1.0	Sunday			13.502327201500002	30.8724727809	0.0	0.7
2020-07-27	1.0	Monday			13.842820885	28.946377121399998	0.0	
2020-07-28	1.0	Tuesday			15.3548285627	27.5112668955	0.0	
2020-07-29	1.0	Wednesday			15.911335397	32.5223958827	0.0	0.5
2020-07-30	1.0	Thursday			15.736879117	29.2694429594	0.0	0.2
2020-07-31	2.0	Friday			15.2832981003	28.195460283899997	0.0	0.7
2020-08-01	0	Saturday			-1.36174213998	11.442960828299999	0.0	0.1
2020-08-02	2.0	Sunday			7.47847293916	13.316198050399999	8.8	0.2
2020-08-03	4.0	Monday			4.45733551444	10.7671443904		
2020-08-04	1.0	Tuesday			10.4752313088	20.5314074008	0.8	0.4
2020-08-05	1.0	Wednesday			12.5958109125	20.6993119783	0.0	0.6
2020-08-06	2.0	Thursday			6.29399347305	22.4916095288	0.0	0.7
2020-08-07	1.0	Friday			14.2337890429	25.0462828306	0.0	0.2
2020-08-08	2.0	Saturday			15.0487766177	29.1797462267	0.0	0.6
2020-08-09	0	Sunday			15.1864177044	28.661475244000002	0.0	0.3
2020-08-10	1.0	Monday					0.0	0.2
2020-08-11	0	Tuesday			11.577749747	16.49983464	0.6	0.3
2020-08-12	1.0	Wednesday			2.66921336183	10.2477210259	0.8	1.3
2020-08-13	1.0	Thursday			11.181918398199999	24.8057246074	0.0	0.5
2020-08-14	0	Friday			12.324830759400001	24.9342801192	0.0	0.7
2020-08-15	0	Saturday	Assuncao de Nossa Senhora		11.6778062482	22.598770551599998	0.0	0.7
2020-08-16	0	Sunday			13.127802862200001	22.780767663600002	0.3	0.6
2020-08-17	2.0	Monday					8.8	0.5
2020-08-18	1.0	Tuesday			17.437777706400002	23.6073918833	13.6	0.2
2020-08-19	0	Wednesday			15.8775115815	25.1890678584	0.5	0.4
