,data,dia_semana,feriado,festas,feriado - dia anterior,feriado - 2 dias anteriores,feriado - dia seguinte,feriado - daqui a 2 dias,festas - dia anterior,festas - 2 dias anteriores,festas - dia seguinte,festas - daqui a 2 dias
0,2018-01-01,Monday,Ano Novo,,n,n,,,n,n,,
1,2018-01-02,Tuesday,,,Ano Novo,n,,,,n,,
2,2018-01-03,Wednesday,,,,Ano Novo,,,,,,
3,2018-01-04,Thursday,,,,,,,,,,
4,2018-01-05,Friday,,,,,,,,,,
5,2018-01-06,Saturday,,,,,,,,,,
6,2018-01-07,Sunday,,,,,,,,,,
7,2018-01-08,Monday,,,,,,,,,,
8,2018-01-09,Tuesday,,,,,,,,,,
9,2018-01-10,Wednesday,,,,,,,,,,
10,2018-01-11,Thursday,,,,,,,,,,
11,2018-01-12,Friday,,,,,,,,,,
12,2018-01-13,Saturday,,,,,,,,,,
13,2018-01-14,Sunday,,,,,,,,,,
14,2018-01-15,Monday,,,,,,,,,,
15,2018-01-16,Tuesday,,,,,,,,,,
16,2018-01-17,Wednesday,,,,,,,,,,
17,2018-01-18,Thursday,,,,,,,,,,
18,2018-01-19,Friday,,,,,,,,,,
19,2018-01-20,Saturday,,,,,,,,,,
20,2018-01-21,Sunday,,,,,,,,,,
21,2018-01-22,Monday,,,,,,,,,,
22,2018-01-23,Tuesday,,,,,,,,,,
23,2018-01-24,Wednesday,,,,,,,,,,
24,2018-01-25,Thursday,,,,,,,,,,
25,2018-01-26,Friday,,,,,,,,,,
26,2018-01-27,Saturday,,,,,,,,,,
27,2018-01-28,Sunday,,,,,,,,,,
28,2018-01-29,Monday,,,,,,,,,,
29,2018-01-30,Tuesday,,,,,,,,,,
30,2018-01-31,Wednesday,,,,,,,,,,
31,2018-02-01,Thursday,,,,,,,,,,
32,2018-02-02,Friday,,,,,,,,,,
33,2018-02-03,Saturday,,,,,,,,,,
34,2018-02-04,Sunday,,,,,,,,,,
35,2018-02-05,Monday,,,,,,,,,,
36,2018-02-06,Tuesday,,,,,,,,,,
37,2018-02-07,Wednesday,,,,,,,,,,
38,2018-02-08,Thursday,,,,,,,,,,
39,2018-02-09,Friday,,,,,,,,,,
40,2018-02-10,Saturday,,,,,,,,,,
41,2018-02-11,Sunday,,,,,,Carnaval,,,,
42,2018-02-12,Monday,,,,,Carnaval,,,,,
43,2018-02-13,Tuesday,Carnaval,,,,,,,,,
44,2018-02-14,Wednesday,,,Carnaval,,,,,,,
45,2018-02-15,Thursday,,,,Carnaval,,,,,,
46,2018-02-16,Friday,,,,,,,,,,
47,2018-02-17,Saturday,,,,,,,,,,
48,2018-02-18,Sunday,,,,,,,,,,
49,2018-02-19,Monday,,,,,,,,,,
50,2018-02-20,Tuesday,,,,,,,,,,
51,2018-02-21,Wednesday,,,,,,,,,,
52,2018-02-22,Thursday,,,,,,,,,,
53,2018-02-23,Friday,,,,,,,,,,
54,2018-02-24,Saturday,,,,,,,,,,
55,2018-02-25,Sunday,,,,,,,,,,
56,2018-02-26,Monday,,,,,,,,,,
57,2018-02-27,Tuesday,,,,,,,,,,
58,2018-02-28,Wednesday,,,,,,,,,,
59,2018-03-01,Thursday,,,,,,,,,,
60,2018-03-02,Friday,,,,,,,,,,
61,2018-03-03,Saturday,,,,,,,,,,
62,2018-03-04,Sunday,,,,,,,,,,
63,2018-03-05,Monday,,,,,,,,,,
64,2018-03-06,Tuesday,,,,,,,,,,
65,2018-03-07,Wednesday,,,,,,,,,,
66,2018-03-08,Thursday,,,,,,,,,,
67,2018-03-09,Friday,,,,,,,,,,
68,2018-03-10,Saturday,,,,,,,,,,
69,2018-03-11,Sunday,,,,,,,,,,
70,2018-03-12,Monday,,,,,,,,,,
71,2018-03-13,Tuesday,,,,,,,,,,
72,2018-03-14,Wednesday,,,,,,,,,,
73,2018-03-15,Thursday,,,,,,,,,,
74,2018-03-16,Friday,,,,,,,,,,
75,2018-03-17,Saturday,,,,,,,,,,
76,2018-03-18,Sunday,,,,,,,,,,
77,2018-03-19,Monday,,,,,,,,,,
78,2018-03-20,Tuesday,,,,,,,,,,
79,2018-03-21,Wednesday,,,,,,,,,,
80,2018-03-22,Thursday,,,,,,,,,,
81,2018-03-23,Friday,,,,,,,,,,
82,2018-03-24,Saturday,,,,,,,,,,
83,2018-03-25,Sunday,,,,,,,,,,
84,2018-03-26,Monday,,,,,,,,,,
85,2018-03-27,Tuesday,,,,,,,,,,Endoencas
86,2018-03-28,Wednesday,,,,,,Sexta Feira Santa,,,Endoencas,
87,2018-03-29,Thursday,,Endoencas,,,Sexta Feira Santa,,,,,
88,2018-03-30,Friday,Sexta Feira Santa,,,,,Domingo de Pascoa,Endoencas,,,
89,2018-03-31,Saturday,,,Sexta Feira Santa,,Domingo de Pascoa,Segunda-feira de Pascoa,,Endoencas,,
90,2018-04-01,Sunday,Domingo de Pascoa,,,Sexta Feira Santa,Segunda-feira de Pascoa,,,,,
91,2018-04-02,Monday,Segunda-feira de Pascoa,,Domingo de Pascoa,,,,,,,
92,2018-04-03,Tuesday,,,Segunda-feira de Pascoa,Domingo de Pascoa,,,,,,
93,2018-04-04,Wednesday,,,,Segunda-feira de Pascoa,,,,,,
94,2018-04-05,Thursday,,,,,,,,,,
95,2018-04-06,Friday,,,,,,,,,,
96,2018-04-07,Saturday,,,,,,,,,,
97,2018-04-08,Sunday,,,,,,,,,,
98,2018-04-09,Monday,,,,,,,,,,
99,2018-04-10,Tuesday,,,,,,,,,,
100,2018-04-11,Wednesday,,,,,,,,,,
101,2018-04-12,Thursday,,,,,,,,,,
102,2018-04-13,Friday,,,,,,,,,,
103,2018-04-14,Saturday,,,,,,,,,,
104,2018-04-15,Sunday,,,,,,,,,,
105,2018-04-16,Monday,,,,,,,,,,
106,2018-04-17,Tuesday,,,,,,,,,,
107,2018-04-18,Wednesday,,,,,,,,,,
108,2018-04-19,Thursday,,,,,,,,,,
109,2018-04-20,Friday,,,,,,,,,,
110,2018-04-21,Saturday,,,,,,,,,,
111,2018-04-22,Sunday,,,,,,,,,,
112,2018-04-23,Monday,,,,,,Dia da liberdade,,,,
113,2018-04-24,Tuesday,,,,,Dia da liberdade,,,,,
114,2018-04-25,Wednesday,Dia da liberdade,,,,,,,,,
115,2018-04-26,Thursday,,,Dia da liberdade,,,,,,,
116,2018-04-27,Friday,,,,Dia da liberdade,,,,,,
117,2018-04-28,Saturday,,,,,,,,,,
118,2018-04-29,Sunday,,,,,,Dia do Trabalhador,,,,
119,2018-04-30,Monday,,,,,Dia do Trabalhador,,,,,
120,2018-05-01,Tuesday,Dia do Trabalhador,,,,,,,,,
121,2018-05-02,Wednesday,,,Dia do Trabalhador,,,,,,,
122,2018-05-03,Thursday,,,,Dia do Trabalhador,,,,,,
123,2018-05-04,Friday,,,,,,,,,,
124,2018-05-05,Saturday,,,,,,,,,,
125,2018-05-06,Sunday,,,,,,,,,,
126,2018-05-07,Monday,,,,,,,,,,
127,2018-05-08,Tuesday,,,,,,,,,,
128,2018-05-09,Wednesday,,,,,,,,,,
129,2018-05-10,Thursday,,,,,,,,,,
130,2018-05-11,Friday,,,,,,,,,,
131,2018-05-12,Saturday,,,,,,,,,,
132,2018-05-13,Sunday,,,,,,,,,,
133,2018-05-14,Monday,,,,,,,,,,
134,2018-05-15,Tuesday,,,,,,,,,,
135,2018-05-16,Wednesday,,,,,,,,,,
136,2018-05-17,Thursday,,,,,,,,,,
137,2018-05-18,Friday,,,,,,,,,,
138,2018-05-19,Saturday,,,,,,,,,,
139,2018-05-20,Sunday,,,,,,,,,,
140,2018-05-21,Monday,,,,,,,,,,
141,2018-05-22,Tuesday,,,,,,,,,,
142,2018-05-23,Wednesday,,,,,,,,,,
143,2018-05-24,Thursday,,,,,,,,,,
144,2018-05-25,Friday,,,,,,,,,,
145,2018-05-26,Saturday,,,,,,,,,,
146,2018-05-27,Sunday,,,,,,,,,,
147,2018-05-28,Monday,,,,,,,,,,Festas do Corpo de Deus
148,2018-05-29,Tuesday,,,,,,Corpo de Deus,,,Festas do Corpo de Deus,Festas do Corpo de Deus
149,2018-05-30,Wednesday,,Festas do Corpo de Deus,,,Corpo de Deus,,,,Festas do Corpo de Deus,
150,2018-05-31,Thursday,Corpo de Deus,Festas do Corpo de Deus,,,,,Festas do Corpo de Deus,,,
151,2018-06-01,Friday,,,Corpo de Deus,,,,Festas do Corpo de Deus,Festas do Corpo de Deus,,
152,2018-06-02,Saturday,,,,Corpo de Deus,,,,Festas do Corpo de Deus,,
153,2018-06-03,Sunday,,,,,,,,,,
154,2018-06-04,Monday,,,,,,,,,,
155,2018-06-05,Tuesday,,,,,,,,,,
156,2018-06-06,Wednesday,,,,,,,,,,
157,2018-06-07,Thursday,,,,,,,,,,
158,2018-06-08,Friday,,,,,,Dia de Portugal,,,,
159,2018-06-09,Saturday,,,,,Dia de Portugal,,,,,
160,2018-06-10,Sunday,Dia de Portugal,,,,,,,,,
161,2018-06-11,Monday,,,Dia de Portugal,,,,,,,
162,2018-06-12,Tuesday,,,,Dia de Portugal,,,,,,
163,2018-06-13,Wednesday,,,,,,,,,,
164,2018-06-14,Thursday,,,,,,,,,,
165,2018-06-15,Friday,,,,,,,,,,
166,2018-06-16,Saturday,,,,,,,,,,
167,2018-06-17,Sunday,,,,,,,,,,
168,2018-06-18,Monday,,,,,,,,,,
169,2018-06-19,Tuesday,,,,,,,,,,
170,2018-06-20,Wednesday,,,,,,,,,,
171,2018-06-21,Thursday,,,,,,,,,,
172,2018-06-22,Friday,,,,,,,,,,
173,2018-06-23,Saturday,,,,,,,,,,
174,2018-06-24,Sunday,,,,,,,,,,
175,2018-06-25,Monday,,,,,,,,,,
176,2018-06-26,Tuesday,,,,,,,,,,
177,2018-06-27,Wednesday,,,,,,,,,,
178,2018-06-28,Thursday,,,,,,,,,,
179,2018-06-29,Friday,,,,,,,,,,
180,2018-06-30,Saturday,,,,,,,,,,
181,2018-07-01,Sunday,,,,,,,,,,
182,2018-07-02,Monday,,,,,,,,,,
183,2018-07-03,Tuesday,,,,,,,,,,
184,2018-07-04,Wednesday,,,,,,,,,,
185,2018-07-05,Thursday,,,,,,,,,,
186,2018-07-06,Friday,,,,,,,,,,
187,2018-07-07,Saturday,,,,,,,,,,
188,2018-07-08,Sunday,,,,,,,,,,
189,2018-07-09,Monday,,,,,,,,,,
190,2018-07-10,Tuesday,,,,,,,,,,
191,2018-07-11,Wednesday,,,,,,,,,,
192,2018-07-12,Thursday,,,,,,,,,,
193,2018-07-13,Friday,,,,,,,,,,
194,2018-07-14,Saturday,,,,,,,,,,
195,2018-07-15,Sunday,,,,,,,,,,
196,2018-07-16,Monday,,,,,,,,,,
197,2018-07-17,Tuesday,,,,,,,,,,
198,2018-07-18,Wednesday,,,,,,,,,,
199,2018-07-19,Thursday,,,,,,,,,,
200,2018-07-20,Friday,,,,,,,,,,
201,2018-07-21,Saturday,,,,,,,,,,
202,2018-07-22,Sunday,,,,,,,,,,
203,2018-07-23,Monday,,,,,,,,,,
204,2018-07-24,Tuesday,,,,,,,,,,
205,2018-07-25,Wednesday,,,,,,,,,,
206,2018-07-26,Thursday,,,,,,,,,,
207,2018-07-27,Friday,,,,,,,,,,
208,2018-07-28,Saturday,,,,,,,,,,
209,2018-07-29,Sunday,,,,,,,,,,
210,2018-07-30,Monday,,,,,,,,,,
211,2018-07-31,Tuesday,,,,,,,,,,
212,2018-08-01,Wednesday,,,,,,,,,,
213,2018-08-02,Thursday,,,,,,,,,,
214,2018-08-03,Friday,,,,,,,,,,
215,2018-08-04,Saturday,,,,,,,,,,
216,2018-08-05,Sunday,,,,,,,,,,
217,2018-08-06,Monday,,,,,,,,,,
218,2018-08-07,Tuesday,,,,,,,,,,
219,2018-08-08,Wednesday,,,,,,,,,,
220,2018-08-09,Thursday,,,,,,,,,,
221,2018-08-10,Friday,,,,,,,,,,
222,2018-08-11,Saturday,,,,,,,,,,
223,2018-08-12,Sunday,,,,,,,,,,
224,2018-08-13,Monday,,,,,,Assuncao de Nossa Senhora,,,,
225,2018-08-14,Tuesday,,,,,Assuncao de Nossa Senhora,,,,,
226,2018-08-15,Wednesday,Assuncao de Nossa Senhora,,,,,,,,,Agrival
227,2018-08-16,Thursday,,,Assuncao de Nossa Senhora,,,,,,Agrival,Agrival
228,2018-08-17,Friday,,Agrival,,Assuncao de Nossa Senhora,,,,,Agrival,Agrival
229,2018-08-18,Saturday,,Agrival,,,,,Agrival,,Agrival,Agrival
230,2018-08-19,Sunday,,Agrival,,,,,Agrival,Agrival,Agrival,Agrival
231,2018-08-20,Monday,,Agrival,,,,,Agrival,Agrival,Agrival,Agrival
232,2018-08-21,Tuesday,,Agrival,,,,,Agrival,Agrival,Agrival,Agrival
233,2018-08-22,Wednesday,,Agrival,,,,,Agrival,Agrival,Agrival,Festas SBartolomeu
234,2018-08-23,Thursday,,Agrival,,,,,Agrival,Agrival,Festas SBartolomeu,Agrival
235,2018-08-24,Friday,,Festas SBartolomeu,,,,,Agrival,Agrival,Agrival,Agrival
236,2018-08-25,Saturday,,Agrival,,,,,Festas SBartolomeu,Agrival,Agrival,
237,2018-08-26,Sunday,,Agrival,,,,,Agrival,Festas SBartolomeu,,
238,2018-08-27,Monday,,,,,,,Agrival,Agrival,,
239,2018-08-28,Tuesday,,,,,,,,Agrival,,
240,2018-08-29,Wednesday,,,,,,,,,,
241,2018-08-30,Thursday,,,,,,,,,,
242,2018-08-31,Friday,,,,,,,,,,
243,2018-09-01,Saturday,,,,,,,,,,
244,2018-09-02,Sunday,,,,,,,,,,
245,2018-09-03,Monday,,,,,,,,,,
246,2018-09-04,Tuesday,,,,,,,,,,
247,2018-09-05,Wednesday,,,,,,,,,,
248,2018-09-06,Thursday,,,,,,,,,,
249,2018-09-07,Friday,,,,,,,,,,
250,2018-09-08,Saturday,,,,,,,,,,
251,2018-09-09,Sunday,,,,,,,,,,
252,2018-09-10,Monday,,,,,,,,,,
253,2018-09-11,Tuesday,,,,,,,,,,
254,2018-09-12,Wednesday,,,,,,,,,,
255,2018-09-13,Thursday,,,,,,,,,,
256,2018-09-14,Friday,,,,,,,,,,
257,2018-09-15,Saturday,,,,,,,,,,
258,2018-09-16,Sunday,,,,,,,,,,
259,2018-09-17,Monday,,,,,,,,,,
260,2018-09-18,Tuesday,,,,,,,,,,
261,2018-09-19,Wednesday,,,,,,,,,,
262,2018-09-20,Thursday,,,,,,,,,,
263,2018-09-21,Friday,,,,,,,,,,
264,2018-09-22,Saturday,,,,,,,,,,
265,2018-09-23,Sunday,,,,,,,,,,
266,2018-09-24,Monday,,,,,,,,,,
267,2018-09-25,Tuesday,,,,,,,,,,
268,2018-09-26,Wednesday,,,,,,,,,,
269,2018-09-27,Thursday,,,,,,,,,,
270,2018-09-28,Friday,,,,,,,,,,
271,2018-09-29,Saturday,,,,,,,,,,
272,2018-09-30,Sunday,,,,,,,,,,
273,2018-10-01,Monday,,,,,,,,,,
274,2018-10-02,Tuesday,,,,,,,,,,
275,2018-10-03,Wednesday,,,,,,Implantacao da Republica,,,,
276,2018-10-04,Thursday,,,,,Implantacao da Republica,,,,,
277,2018-10-05,Friday,Implantacao da Republica,,,,,,,,,
278,2018-10-06,Saturday,,,Implantacao da Republica,,,,,,,
279,2018-10-07,Sunday,,,,Implantacao da Republica,,,,,,
280,2018-10-08,Monday,,,,,,,,,,
281,2018-10-09,Tuesday,,,,,,,,,,
282,2018-10-10,Wednesday,,,,,,,,,,
283,2018-10-11,Thursday,,,,,,,,,,
284,2018-10-12,Friday,,,,,,,,,,
285,2018-10-13,Saturday,,,,,,,,,,
286,2018-10-14,Sunday,,,,,,,,,,
287,2018-10-15,Monday,,,,,,,,,,
288,2018-10-16,Tuesday,,,,,,,,,,
289,2018-10-17,Wednesday,,,,,,,,,,
290,2018-10-18,Thursday,,,,,,,,,,
291,2018-10-19,Friday,,,,,,,,,,
292,2018-10-20,Saturday,,,,,,,,,,
293,2018-10-21,Sunday,,,,,,,,,,
294,2018-10-22,Monday,,,,,,,,,,
295,2018-10-23,Tuesday,,,,,,,,,,
296,2018-10-24,Wednesday,,,,,,,,,,
297,2018-10-25,Thursday,,,,,,,,,,
298,2018-10-26,Friday,,,,,,,,,,
299,2018-10-27,Saturday,,,,,,,,,,
300,2018-10-28,Sunday,,,,,,,,,,
301,2018-10-29,Monday,,,,,,,,,,
302,2018-10-30,Tuesday,,,,,,Dia de Todos os Santos,,,,
303,2018-10-31,Wednesday,,,,,Dia de Todos os Santos,,,,,
304,2018-11-01,Thursday,Dia de Todos os Santos,,,,,,,,,
305,2018-11-02,Friday,,,Dia de Todos os Santos,,,,,,,
306,2018-11-03,Saturday,,,,Dia de Todos os Santos,,,,,,
307,2018-11-04,Sunday,,,,,,,,,,
308,2018-11-05,Monday,,,,,,,,,,
309,2018-11-06,Tuesday,,,,,,,,,,
310,2018-11-07,Wednesday,,,,,,,,,,
311,2018-11-08,Thursday,,,,,,,,,,Festas S Martinho
312,2018-11-09,Friday,,,,,,S Martinho,,,Festas S Martinho,Festas S Martinho
313,2018-11-10,Saturday,,Festas S Martinho,,,S Martinho,,,,Festas S Martinho,Festas S Martinho
314,2018-11-11,Sunday,S Martinho,Festas S Martinho,,,,,Festas S Martinho,,Festas S Martinho,Festas S Martinho
315,2018-11-12,Monday,,Festas S Martinho,S Martinho,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
316,2018-11-13,Tuesday,,Festas S Martinho,,S Martinho,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
317,2018-11-14,Wednesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
318,2018-11-15,Thursday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
319,2018-11-16,Friday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
320,2018-11-17,Saturday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
321,2018-11-18,Sunday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,Festas S Martinho
322,2018-11-19,Monday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,Festas S Martinho,
323,2018-11-20,Tuesday,,Festas S Martinho,,,,,Festas S Martinho,Festas S Martinho,,
324,2018-11-21,Wednesday,,,,,,,Festas S Martinho,Festas S Martinho,,
325,2018-11-22,Thursday,,,,,,,,Festas S Martinho,,
326,2018-11-23,Friday,,,,,,,,,,
327,2018-11-24,Saturday,,,,,,,,,,
328,2018-11-25,Sunday,,,,,,,,,,
329,2018-11-26,Monday,,,,,,,,,,
330,2018-11-27,Tuesday,,,,,,,,,,
331,2018-11-28,Wednesday,,,,,,,,,,
332,2018-11-29,Thursday,,,,,,Restauracao da independencia,,,,
333,2018-11-30,Friday,,,,,Restauracao da independencia,,,,,
334,2018-12-01,Saturday,Restauracao da independencia,,,,,,,,,
335,2018-12-02,Sunday,,,Restauracao da independencia,,,,,,,
336,2018-12-03,Monday,,,,Restauracao da independencia,,,,,,
337,2018-12-04,Tuesday,,,,,,,,,,
338,2018-12-05,Wednesday,,,,,,,,,,
339,2018-12-06,Thursday,,,,,,Dia da Imaculada Conceicao,,,,
340,2018-12-07,Friday,,,,,Dia da Imaculada Conceicao,,,,,
341,2018-12-08,Saturday,Dia da Imaculada Conceicao,,,,,,,,,
342,2018-12-09,Sunday,,,Dia da Imaculada Conceicao,,,,,,,
343,2018-12-10,Monday,,,,Dia da Imaculada Conceicao,,,,,,
344,2018-12-11,Tuesday,,,,,,,,,,
345,2018-12-12,Wednesday,,,,,,,,,,
346,2018-12-13,Thursday,,,,,,,,,,
347,2018-12-14,Friday,,,,,,,,,,
348,2018-12-15,Saturday,,,,,,,,,,
349,2018-12-16,Sunday,,,,,,,,,,
350,2018-12-17,Monday,,,,,,,,,,
351,2018-12-18,Tuesday,,,,,,,,,,
352,2018-12-19,Wednesday,,,,,,,,,,
353,2018-12-20,Thursday,,,,,,,,,,
354,2018-12-21,Friday,,,,,,,,,,
355,2018-12-22,Saturday,,,,,,,,,,
356,2018-12-23,Sunday,,,,,,Natal,,,,
357,2018-12-24,Monday,,,,,Natal,,,,,
358,2018-12-25,Tuesday,Natal,,,,,,,,,
359,2018-12-26,Wednesday,,,Natal,,,,,,,
360,2018-12-27,Thursday,,,,Natal,,,,,,
361,2018-12-28,Friday,,,,,,,,,,
362,2018-12-29,Saturday,,,,,,,,,,
363,2018-12-30,Sunday,,,,,,Ano Novo,,,,
364,2018-12-31,Monday,,,,,Ano Novo,,,,,
365,2019-01-01,Tuesday,Ano Novo,,,,,,,,,
366,2019-01-02,Wednesday,,,Ano Novo,,,,,,,
367,2019-01-03,Thursday,,,,Ano Novo,,,,,,
368,2019-01-04,Friday,,,,,,,,,,
369,2019-01-05,Saturday,,,,,,,,,,
370,2019-01-06,Sunday,,,,,,,,,,
371,2019-01-07,Monday,,,,,,,,,,
372,2019-01-08,Tuesday,,,,,,,,,,
373,2019-01-09,Wednesday,,,,,,,,,,
374,2019-01-10,Thursday,,,,,,,,,,
375,2019-01-11,Friday,,,,,,,,,,
376,2019-01-12,Saturday,,,,,,,,,,
377,2019-01-13,Sunday,,,,,,,,,,
378,2019-01-14,Monday,,,,,,,,,,
379,2019-01-15,Tuesday,,,,,,,,,,
380,2019-01-16,Wednesday,,,,,,,,,,
381,2019-01-17,Thursday,,,,,,,,,,
382,2019-01-18,Friday,,,,,,,,,,
383,2019-01-19,Saturday,,,,,,,,,,
384,2019-01-20,Sunday,,,,,,,,,,
385,2019-01-21,Monday,,,,,,,,,,
386,2019-01-22,Tuesday,,,,,,,,,,
387,2019-01-23,Wednesday,,,,,,,,,,
388,2019-01-24,Thursday,,,,,,,,,,
389,2019-01-25,Friday,,,,,,,,,,
390,2019-01-26,Saturday,,,,,,,,,,
391,2019-01-27,Sunday,,,,,,,,,,
392,2019-01-28,Monday,,,,,,,,,,
393,2019-01-29,Tuesday,,,,,,,,,,
394,2019-01-30,Wednesday,,,,,,,,,,
395,2019-01-31,Thursday,,,,,,,,,,
396,2019-02-01,Friday,,,,,,,,,,
397,2019-02-02,Saturday,,,,,,,,,,
398,2019-02-03,Sunday,,,,,,,,,,
399,2019-02-04,Monday,,,,,,,,,,
400,2019-02-05,Tuesday,,,,,,,,,,
401,2019-02-06,Wednesday,,,,,,,,,,
402,2019-02-07,Thursday,,,,,,,,,,
403,2019-02-08,Friday,,,,,,,,,,
404,2019-02-09,Saturday,,,,,,,,,,
405,2019-02-10,Sunday,,,,,,,,,,
406,2019-02-11,Monday,,,,,,,,,,
407,2019-02-12,Tuesday,,,,,,,,,,
408,2019-02-13,Wednesday,,,,,,,,,,
409,2019-02-14,Thursday,,,,,,,,,,
410,2019-02-15,Friday,,,,,,,,,,
411,2019-02-16,Saturday,,,,,,,,,,
412,2019-02-17,Sunday,,,,,,,,,,
413,2019-02-18,Monday,,,,,,,,,,
414,2019-02-19,Tuesday,,,,,,,,,,
415,2019-02-20,Wednesday,,,,,,,,,,
416,2019-02-21,Thursday,,,,,,,,,,
417,2019-02-22,Friday,,,,,,,,,,
418,2019-02-23,Saturday,,,,,,,,,,
419,2019-02-24,Sunday,,,,,,,,,,
420,2019-02-25,Monday,,,,,,,,,,
421,2019-02-26,Tuesday,,,,,,,,,,
422,2019-02-27,Wednesday,,,,,,,,,,
423,2019-02-28,Thursday,,,,,,,,,,
424,2019-03-01,Friday,,,,,,,,,,
425,2019-03-02,Saturday,,,,,,,,,,
426,2019-03-03,Sunday,,,,,,Carnaval,,,,
427,2019-03-04,Monday,,,,,Carnaval,,,,,
428,2019-03-05,Tuesday,Carnaval,,,,,,,,,
429,2019-03-06,Wednesday,,,Carnaval,,,,,,,
430,2019-03-07,Thursday,,,,Carnaval,,,,,,
431,2019-03-08,Friday,,,,,,,,,,
432,2019-03-09,Saturday,,,,,,,,,,
433,2019-03-10,Sunday,,,,,,,,,,
434,2019-03-11,Monday,,,,,,,,,,
435,2019-03-12,Tuesday,,,,,,,,,,
436,2019-03-13,Wednesday,,,,,,,,,,
437,2019-03-14,Thursday,,,,,,,,,,
438,2019-03-15,Friday,,,,,,,,,,
439,2019-03-16,Saturday,,,,,,,,,,
440,2019-03-17,Sunday,,,,,,,,,,
441,2019-03-18,Monday,,,,,,,,,,
442,2019-03-19,Tuesday,,,,,,,,,,
443,2019-03-20,Wednesday,,,,,,,,,,
444,2019-03-21,Thursday,,,,,,,,,,
445,2019-03-22,Friday,,,,,,,,,,
446,2019-03-23,Saturday,,,,,,,,,,
447,2019-03-24,Sunday,,,,,,,,,,
448,2019-03-25,Monday,,,,,,,,,,
449,2019-03-26,Tuesday,,,,,,,,,,
450,2019-03-27,Wednesday,,,,,,,,,,
451,2019-03-28,Thursday,,,,,,,,,,
452,2019-03-29,Friday,,,,,,,,,,
453,2019-03-30,Saturday,,,,,,,,,,
454,2019-03-31,Sunday,,,,,,,,,,
455,2019-04-01,Monday,,,,,,,,,,
456,2019-04-02,Tuesday,,,,,,,,,,
457,2019-04-03,Wednesday,,,,,,,,,,
458,2019-04-04,Thursday,,,,,,,,,,
459,2019-04-05,Friday,,,,,,,,,,
460,2019-04-06,Saturday,,,,,,,,,,
461,2019-04-07,Sunday,,,,,,,,,,
462,2019-04-08,Monday,,,,,,,,,,
463,2019-04-09,Tuesday,,,,,,,,,,
464,2019-04-10,Wednesday,,,,,,,,,,
465,2019-04-11,Thursday,,,,,,,,,,
466,2019-04-12,Friday,,,,,,,,,,
467,2019-04-13,Saturday,,,,,,,,,,
468,2019-04-14,Sunday,,,,,,,,,,
469,2019-04-15,Monday,,,,,,,,,,
470,2019-04-16,Tuesday,,,,,,,,,,Endoencas
471,2019-04-17,Wednesday,,,,,,Sexta Feira Santa,,,Endoencas,
472,2019-04-18,Thursday,,Endoencas,,,Sexta Feira Santa,,,,,
473,2019-04-19,Friday,Sexta Feira Santa,,,,,Domingo de Pascoa,Endoencas,,,
474,2019-04-20,Saturday,,,Sexta Feira Santa,,Domingo de Pascoa,Segunda-feira de Pascoa,,Endoencas,,
475,2019-04-21,Sunday,Domingo de Pascoa,,,Sexta Feira Santa,Segunda-feira de Pascoa,,,,,
